Trying 1 shapes
7     34.0   28.493113
8     38.0   55.935730
9     43.0   60.255397
10    47.0   60.626834
11    53.0   92.880522
12    65.0   73.780861
13    74.0   69.276440
14    82.0   91.980044
15   107.0  110.009297
16   128.0  145.193067
17   181.0  188.567546
18   253.0  229.991838
19   361.0  373.924061
Starting Epoch 901/1000
    actual   predicted
0     15.0   -0.513191
1     19.0   17.042380
2     21.0   14.653026
3     24.0   15.033546
4     25.0   34.273514
5     28.0   26.907405
6     30.0   55.037444
7     34.0   27.805259
8     38.0   59.274149
9     43.0   64.262373
10    47.0   63.443770
11    53.0   98.100689
12    65.0   73.369993
13    74.0   67.413780
14    82.0   94.005245
15   107.0  110.602973
16   128.0  142.613717
17   181.0  204.952827
18   253.0  230.735758
19   361.0  367.268608
    actual   predicted
0     15.0   -0.365080
1     19.0   19.459059
2     21.0   16.121191
3     24.0   15.527998
4     25.0   34.616944
5     28.0   29.830579
6     30.0   49.865201
7     34.0   27.419272
8     38.0   58.454039
9     43.0   61.978509
10    47.0   63.694544
11    53.0   95.108510
12    65.0   73.943226
13    74.0   68.707479
14    82.0   92.020518
15   107.0  103.109916
16   128.0  144.165616
17   181.0  197.060680
18   253.0  236.524295
19   361.0  385.317789
    actual   predicted
0     15.0    0.721951
1     19.0   19.305147
2     21.0   15.779818
3     24.0   13.895739
4     25.0   35.147747
5     28.0   29.773961
6     30.0   51.003790
7     34.0   25.357791
8     38.0   57.577584
9     43.0   61.746528
10    47.0   61.470214
11    53.0   98.174644
12    65.0   70.121792
13    74.0   60.631639
14    82.0   87.546155
15   107.0  103.276946
16   128.0  141.566062
17   181.0  188.388916
18   253.0  225.087429
19   361.0  380.765730
    actual   predicted
0     15.0    0.200282
1     19.0   20.814929
2     21.0   15.902434
3     24.0   15.700263
4     25.0   36.430131
5     28.0   30.681096
6     30.0   56.306192
7     34.0   27.729773
8     38.0   56.276489
9     43.0   61.829727
10    47.0   64.671649
11    53.0   93.795415
12    65.0   73.257635
13    74.0   68.931906
14    82.0   91.565931
15   107.0  107.369918
16   128.0  147.012597
17   181.0  196.577278
18   253.0  233.931370
19   361.0  375.136764
    actual   predicted
0     15.0    0.096574
1     19.0   19.201805
2     21.0   15.847570
3     24.0   15.644785
4     25.0   35.353853
5     28.0   29.926884
6     30.0   53.582050
7     34.0   28.548233
8     38.0   59.011303
9     43.0   63.193369
10    47.0   64.266237
11    53.0   96.377381
12    65.0   73.893373
13    74.0   68.605892
14    82.0   92.929007
15   107.0  105.993411
16   128.0  144.001057
17   181.0  201.242484
18   253.0  235.322496
19   361.0  379.066886
    actual   predicted
0     15.0   -0.620158
1     19.0   18.501214
2     21.0   15.489650
3     24.0   15.322799
4     25.0   34.316865
5     28.0   28.367534
6     30.0   51.725935
7     34.0   27.349561
8     38.0   58.649915
9     43.0   62.643570
10    47.0   63.560181
11    53.0   95.756609
12    65.0   73.621316
13    74.0   68.309542
14    82.0   92.609283
15   107.0  105.207643
16   128.0  142.985291
17   181.0  200.016260
18   253.0  234.187979
19   361.0  377.567839
    actual   predicted
0     15.0   -0.099809
1     19.0   18.464066
2     21.0   15.454002
3     24.0   15.564804
4     25.0   34.567100
5     28.0   28.899773
6     30.0   52.097123
7     34.0   28.604112
8     38.0   59.105948
9     43.0   63.004445
10    47.0   63.449833
11    53.0   95.831998
12    65.0   73.716426
13    74.0   68.659868
14    82.0   93.043664
15   107.0  106.039315
16   128.0  141.644281
17   181.0  201.478436
18   253.0  233.396542
19   361.0  373.915430
    actual   predicted
0     15.0    0.970848
1     19.0   22.129114
2     21.0   16.055573
3     24.0   15.377353
4     25.0   36.639329
5     28.0   30.754103
6     30.0   50.054352
7     34.0   28.378817
8     38.0   58.998331
9     43.0   61.663842
10    47.0   62.621569
11    53.0   94.853055
12    65.0   72.363729
13    74.0   65.926310
14    82.0   89.351708
15   107.0  101.326420
16   128.0  135.970987
17   181.0  193.735620
18   253.0  230.274821
19   361.0  378.592873
    actual   predicted
0     15.0   -0.372524
1     19.0   22.494340
2     21.0   15.434624
3     24.0   16.812052
4     25.0   36.953946
5     28.0   28.664853
6     30.0   56.095391
7     34.0   30.695823
8     38.0   60.292283
9     43.0   62.256314
10    47.0   65.361299
11    53.0   90.213565
12    65.0   73.752386
13    74.0   72.057938
14    82.0   91.900369
15   107.0   96.488404
16   128.0  129.425103
17   181.0  207.884968
18   253.0  235.398172
19   361.0  363.332068
Best Models for 0 Hidden Layers
[(213.10227768823015, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfd030>), (295.9796795908823, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfd390>), (265.08203527785366, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfd6f0>), (279.9059543345342, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfda50>), (260.2307484398172, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfddb0>), (278.8785242931995, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfe110>), (265.23879426979363, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfe470>), (263.738533068381, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfe7d0>), (246.22709872189597, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfeb30>), (254.25555808002076, [7, 1], <Project03.NeuralNetwork.NeuralNetwork object at 0x7fea2fcfee90>)]
Overall results for 0 Hidden Layers
[    actual   predicted
0     15.0    0.742115
1     19.0    4.465237
2     21.0   39.108127
3     24.0   33.489622
4     27.0   27.218157
5     29.0   33.956104
6     32.0   28.700889
7     35.0   36.499690
8     41.0   62.076439
9     46.0   54.334395
10    52.0   63.106672
11    59.0   62.319314
12    74.0   75.448035
13    81.0  107.605296
14   102.0  198.645076
15   128.0  145.168434
16   181.0  212.542819
17   281.0  216.911225,     actual   predicted
0     17.0    4.315835
1     20.0   12.551424
2     21.0    9.088467
3     24.0   17.257263
4     28.0   23.010932
5     29.0   27.687582
6     33.0   67.773721
7     36.0   38.751608
8     41.0   38.257476
9     46.0   44.615952
10    53.0   69.217721
11    62.0   56.306316
12    74.0   67.413780
13    82.0   94.005245
14   102.0  261.647457
15   136.0  182.259869
16   182.0  168.859179
17   341.0  294.239917,     actual   predicted
0     18.0    9.186916
1     20.0   10.468838
2     22.0   10.791857
3     25.0   25.825390
4     28.0   28.993959
5     29.0   31.352432
6     33.0   33.244829
7     36.0   43.878846
8     41.0   51.508161
9     46.0   44.244400
10    53.0   64.982447
11    64.0   73.795129
12    74.0   80.411037
13    82.0   97.713544
14   107.0  103.109916
15   138.0  130.039203
16   183.0  181.113637
17   350.0  391.197869,     actual   predicted
0     18.0    5.612181
1     20.0   15.310794
2     22.0   21.326100
3     25.0   24.244489
4     28.0   22.773642
5     30.0   27.389884
6     34.0   30.207562
7     37.0   42.176483
8     42.0   64.565693
9     47.0   61.470214
10    53.0   98.174644
11    65.0   70.121792
12    75.0  140.640576
13    82.0  114.288171
14   113.0  147.394580
15   142.0  122.724671
16   190.0  212.081962
17   360.0  347.390215,     actual   predicted
0     18.0   21.805597
1     20.0   17.827938
2     23.0   14.813834
3     25.0   32.565115
4     28.0   45.071760
5     30.0   23.181067
6     34.0   26.916086
7     37.0   28.840521
8     42.0   47.936005
9     47.0   43.258459
10    53.0   80.283442
11    67.0   65.520729
12    76.0   84.451821
13    86.0   84.376756
14   113.0  143.099436
15   149.0  159.698379
16   220.0  218.901881
17   361.0  328.451437,     actual   predicted
0     18.0    5.948011
1     20.0   20.131672
2     23.0   28.848495
3     25.0   33.464570
4     28.0   22.402882
5     30.0   23.244685
6     34.0   29.665593
7     38.0   59.011303
8     43.0   63.193369
9     47.0   68.164696
10    54.0   76.896629
11    67.0   76.279398
12    76.0   88.147261
13    88.0   83.378654
14   116.0  130.189954
15   151.0  202.101881
16   227.0  221.284080
17   382.0  357.202721,     actual   predicted
0     18.0    5.019849
1     20.0   16.634930
2     23.0   13.213197
3     25.0   19.382300
4     28.0   32.843201
5     30.0   51.725935
6     34.0   30.719094
7     39.0   36.736106
8     44.0   55.568559
9     47.0   59.486892
10    54.0   73.907774
11    72.0  126.406907
12    78.0   73.214137
13    88.0   88.872343
14   117.0  117.191129
15   157.0  244.590010
16   266.0  273.931836
17   426.0  426.875357,     actual   predicted
0     18.0    8.643311
1     20.0    9.169830
2     24.0   14.359773
3     26.0   21.730880
4     28.0   31.460809
5     31.0   34.295230
6     34.0   33.074358
7     40.0   66.515391
8     44.0   65.071339
9     48.0   85.022584
10    56.0   74.096090
11    73.0  108.407113
12    80.0   63.844791
13    95.0  111.969759
14   119.0  141.218734
15   171.0  231.823520
16   267.0  313.771367
17   603.0  516.927602,     actual   predicted
0     19.0    4.488163
1     20.0   10.983418
2     24.0   23.352366
3     26.0   20.208146
4     28.0   30.751730
5     31.0   29.491914
6     34.0   27.180582
7     41.0   51.974378
8     44.0   46.840279
9     50.0   69.458983
10    56.0   74.278069
11    74.0   53.396229
12    80.0   73.381442
13    99.0  127.712071
14   120.0  143.562738
15   175.0  179.052387
16   270.0  326.067126
17   919.0  795.093925,     actual    predicted
0     19.0    26.846502
1     21.0    18.787774
2     24.0    22.916191
3     26.0    21.183460
4     28.0    28.834845
5     31.0    24.339967
6     35.0    31.124347
7     41.0    40.065765
8     45.0    91.586724
9     50.0    57.445862
10    57.0    91.525777
11    74.0    78.344062
12    80.0   107.917397
13   101.0   119.346108
14   126.0   199.555724
15   181.0   226.365496
16   275.0   277.795936
17   978.0  1097.234075]
Measures -------------------------
MSE:  [942.5325991359342, 1784.7756165879268, 154.65828820682106, 588.3173790283274, 197.17058656188397, 326.8706403360765, 679.1159716342603, 1043.1509935304039, 1199.1121243363377, 1466.5256027154198]
Trying 7 shapes
Fold: 2, shape: [7, 1, 1]
Starting Epoch 1/1000
Fold: 0, shape: [7, 1, 1]
Fold: 1, shape: [7, 1, 1]
Fold: 3, shape: [7, 1, 1]
Starting Epoch 1/1000
Starting Epoch 1/1000
Starting Epoch 1/1000
Fold: 5, shape: [7, 1, 1]
Fold: 4, shape: [7, 1, 1]
Starting Epoch 1/1000
Starting Epoch 1/1000
Fold: 7, shape: [7, 1, 1]
Starting Epoch 1/1000
Fold: 8, shape: [7, 1, 1]
Starting Epoch 1/1000
Fold: 9, shape: [7, 1, 1]
Fold: 6, shape: [7, 1, 1]
Starting Epoch 1/1000
Starting Epoch 1/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
    actual      predicted
0     15.0   1.402039e-86
1     19.0   1.084872e-18
2     21.0   3.885981e-33
3     24.0   6.506991e-30
4     25.0   8.201004e-49
5     28.0  1.631479e-167
6     30.0   1.121184e-41
7     34.0  1.905954e-147
8     38.0   1.356640e-26
9     43.0   3.911713e-18
10    47.0   6.542249e-05
11    53.0   6.446708e-12
12    65.0   2.499180e+02
13    74.0   3.545461e-07
14    82.0   1.484461e+01
15   107.0   2.392342e+02
16   128.0   2.122994e+01
17   181.0   2.763948e-02
18   253.0   2.790845e+02
19   361.0   2.790846e+02
Fold: 5, shape: [7, 2, 1]
Starting Epoch 1/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
    actual     predicted
0     15.0  2.040187e-50
1     19.0  3.721004e-10
2     21.0  9.069240e-19
3     24.0  2.970448e-16
4     25.0  2.956368e-28
5     28.0  1.993734e-97
6     30.0  3.916640e-24
7     34.0  5.162635e-85
8     38.0  1.139913e-15
9     43.0  1.210106e-10
10    47.0  8.613974e-02
11    53.0  5.432190e-09
12    65.0  2.257537e+02
13    74.0  1.980766e+00
14    82.0  1.591545e+02
15   107.0  1.741317e+02
16   128.0  1.349776e+02
17   181.0  1.581489e+01
18   253.0  2.325068e+02
19   361.0  2.325069e+02
Fold: 9, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual      predicted
0     15.0   5.405366e-81
1     19.0   9.544710e-16
2     21.0   5.431528e-31
3     24.0   4.546773e-28
4     25.0   2.619865e-44
5     28.0  4.354686e-157
6     30.0   3.382776e-36
7     34.0  1.619618e-138
8     38.0   1.105422e-24
9     43.0   5.665889e-17
10    47.0   5.510085e-04
11    53.0   1.775929e-11
12    65.0   1.221524e+02
13    74.0   5.235789e-08
14    82.0   4.168785e-01
15   107.0   2.227187e+00
16   128.0   6.712200e-03
17   181.0   4.987705e-02
18   253.0   2.847560e+02
19   361.0   2.847745e+02
Fold: 1, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual     predicted
0     15.0  1.255636e-34
1     19.0  1.299022e-07
2     21.0  1.760048e-12
3     24.0  4.368167e-11
4     25.0  5.806779e-19
5     28.0  1.481648e-67
6     30.0  1.021806e-14
7     34.0  1.015941e-58
8     38.0  3.102583e-08
9     43.0  1.568998e-04
10    47.0  8.251548e+00
11    53.0  8.119522e-01
12    65.0  2.367668e+02
13    74.0  9.386060e-01
14    82.0  2.377369e+02
15   107.0  2.391430e+02
16   128.0  2.390676e+02
17   181.0  2.391999e+02
18   253.0  2.392048e+02
19   361.0  2.392048e+02
Fold: 7, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual      predicted
0     15.0   1.615138e-73
1     19.0   1.786156e-14
2     21.0   2.626835e-28
3     24.0   2.972467e-25
4     25.0   2.835106e-40
5     28.0  2.965478e-143
6     30.0   3.376701e-32
7     34.0  2.461173e-125
8     38.0   3.932380e-22
9     43.0   4.252300e-15
10    47.0   1.423462e-03
11    53.0   1.138370e-10
12    65.0   1.259286e+02
13    74.0   1.135700e-06
14    82.0   1.925876e+00
15   107.0   1.246733e+01
16   128.0   4.881828e-04
17   181.0   6.091055e+00
18   253.0   3.036231e+02
19   361.0   3.042175e+02
Fold: 3, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual      predicted
0     15.0   2.498106e-76
1     19.0   8.210414e-17
2     21.0   4.878567e-29
3     24.0   2.939249e-25
4     25.0   5.715401e-43
5     28.0  1.909955e-147
6     30.0   7.565786e-37
7     34.0  1.639290e-127
8     38.0   2.372554e-21
9     43.0   2.761600e-14
10    47.0   5.956921e-03
11    53.0   1.029793e-09
12    65.0   2.390071e+02
13    74.0   9.477959e-02
14    82.0   2.387595e+02
15   107.0   2.390320e+02
16   128.0   1.210758e+02
17   181.0   2.390729e+02
18   253.0   2.390748e+02
19   361.0   2.390748e+02
Fold: 6, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual     predicted
0     15.0  5.890379e-47
1     19.0  3.400218e-09
2     21.0  1.560997e-17
3     24.0  1.095125e-15
4     25.0  1.360076e-25
5     28.0  1.354675e-91
6     30.0  3.228935e-20
7     34.0  3.069200e-80
8     38.0  2.337745e-13
9     43.0  8.636702e-09
10    47.0  2.350218e-01
11    53.0  1.640781e-05
12    65.0  1.783560e+02
13    74.0  2.182757e-03
14    82.0  3.933133e+01
15   107.0  5.311913e+01
16   128.0  3.701143e+00
17   181.0  1.394002e+02
18   253.0  2.512253e+02
19   361.0  2.512658e+02
Fold: 8, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual      predicted
0     15.0   2.704297e-68
1     19.0   1.585266e-13
2     21.0   1.879533e-26
3     24.0   7.884731e-24
4     25.0   6.590372e-38
5     28.0  6.832199e-134
6     30.0   8.636574e-34
7     34.0  3.775229e-117
8     38.0   4.351386e-20
9     43.0   4.674729e-14
10    47.0   1.282070e-04
11    53.0   1.072409e-08
12    65.0   1.158902e+02
13    74.0   2.486288e-07
14    82.0   1.552349e+00
15   107.0   1.506957e+02
16   128.0   3.202075e-05
17   181.0   1.567327e-02
18   253.0   2.172486e+02
19   361.0   2.698321e+02
Fold: 2, shape: [7, 2, 1]
Starting Epoch 1/1000
Starting Epoch 101/1000
    actual      predicted
0     15.0   1.407177e-82
1     19.0   4.695655e-17
2     21.0   4.057555e-32
3     24.0   2.227079e-28
4     25.0   4.293401e-46
5     28.0  3.364726e-161
6     30.0   1.805675e-40
7     34.0  4.398283e-140
8     38.0   2.975436e-24
9     43.0   1.138864e-16
10    47.0   4.216378e-05
11    53.0   4.242729e-11
12    65.0   2.941443e+02
13    74.0   3.061817e-06
14    82.0   8.019283e+01
15   107.0   3.083648e+02
16   128.0   3.475695e-04
17   181.0   1.844727e+01
18   253.0   3.088984e+02
19   361.0   3.089252e+02
Fold: 4, shape: [7, 2, 1]
Starting Epoch 1/1000
    actual      predicted
0     15.0   1.697234e-76
1     19.0   3.133473e-12
2     21.0   1.544814e-26
3     24.0   9.768352e-25
4     25.0   1.313216e-39
5     28.0  1.420979e-142
6     30.0   2.896404e-41
7     34.0  1.730423e-129
8     38.0   2.025684e-20
9     43.0   6.319565e-12
10    47.0   5.700484e+01
11    53.0   1.341936e-01
12    65.0   1.846079e+02
13    74.0   1.813376e+02
14    82.0   1.846079e+02
15   107.0   1.846079e+02
16   128.0   1.846079e+02
17   181.0   1.844892e+02
18   253.0   1.846079e+02
19   361.0   1.846079e+02
Fold: 0, shape: [7, 2, 1]
Starting Epoch 1/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 201/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 101/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 301/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 201/1000
Starting Epoch 301/1000
Starting Epoch 401/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 301/1000
Starting Epoch 401/1000
Starting Epoch 501/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 401/1000
Starting Epoch 501/1000
Starting Epoch 601/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 501/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 701/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 601/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 801/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 701/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 901/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 801/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
    actual     predicted
0     15.0  1.573073e-27
1     19.0  3.666503e-05
2     21.0  5.906264e-10
3     24.0  7.879928e-09
4     25.0  2.878928e-15
5     28.0  2.343449e-54
6     30.0  1.392682e-13
7     34.0  1.439290e-47
8     38.0  8.056800e-08
9     43.0  3.384753e-05
10    47.0  6.363264e-01
11    53.0  2.446569e-03
12    65.0  1.354408e+02
13    74.0  2.846337e-01
14    82.0  4.630402e+01
15   107.0  1.031675e+02
16   128.0  1.248655e+01
17   181.0  2.253896e+00
18   253.0  2.056440e+02
19   361.0  2.126616e+02
Fold: 5, shape: [7, 3, 1]
Starting Epoch 1/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
Starting Epoch 901/1000
    actual     predicted
0     15.0  1.929058e-06
1     19.0  3.122210e+01
2     21.0  3.918243e-01
3     24.0  8.783318e+00
4     25.0  5.020082e+00
5     28.0  1.124939e-11
6     30.0  6.521499e+01
7     34.0  1.657432e-07
8     38.0  6.514577e+01
9     43.0  6.522715e+01
10    47.0  6.523732e+01
11    53.0  6.523631e+01
12    65.0  7.815756e+01
13    74.0  6.523776e+01
14    82.0  6.529986e+01
15   107.0  6.622679e+01
16   128.0  6.523776e+01
17   181.0  6.523778e+01
18   253.0  6.670146e+01
19   361.0  3.121539e+02
Fold: 3, shape: [7, 3, 1]
Starting Epoch 1/1000
Starting Epoch 901/1000
    actual     predicted
0     15.0  2.749894e-24
1     19.0  8.645887e-04
2     21.0  9.649577e-09
3     24.0  1.124086e-07
4     25.0  4.584214e-13
5     28.0  2.783966e-48
6     30.0  3.999466e-12
7     34.0  3.254649e-42
8     38.0  7.186834e-07
9     43.0  1.382435e-04
10    47.0  9.573165e-01
11    53.0  4.599133e-03
12    65.0  1.352533e+02
13    74.0  6.562551e-01
14    82.0  3.742580e+01
15   107.0  1.445096e+02
16   128.0  2.506071e+00
17   181.0  1.002996e+00
18   253.0  1.861499e+02
19   361.0  2.107474e+02
Fold: 6, shape: [7, 3, 1]
Starting Epoch 1/1000
Starting Epoch 101/1000
    actual     predicted
0     15.0  1.258544e-23
1     19.0  1.031524e-08
2     21.0  2.127491e-10
3     24.0  3.042324e-08
4     25.0  1.354216e-18
5     28.0  3.925293e-50
6     30.0  7.101802e-19
7     34.0  8.597820e-40
8     38.0  1.694229e-08
9     43.0  8.245264e-08
10    47.0  2.303953e-02
11    53.0  2.075463e-01
12    65.0  2.029305e+02
13    74.0  8.340101e-04
14    82.0  2.026267e+02
15   107.0  2.029301e+02
16   128.0  1.348510e+00
17   181.0  2.026547e+02
18   253.0  2.029301e+02
19   361.0  2.029301e+02
Fold: 7, shape: [7, 3, 1]
Starting Epoch 1/1000
    actual     predicted
0     15.0  2.364328e-23
1     19.0  5.822852e+01
2     21.0  7.225447e-04
3     24.0  1.948016e-03
4     25.0  2.175576e-03
5     28.0  2.580317e-36
6     30.0  2.602132e+01
7     34.0  4.083098e-34
8     38.0  6.334851e+01
9     43.0  6.335356e+01
10    47.0  6.335362e+01
11    53.0  6.335356e+01
12    65.0  9.765787e+01
13    74.0  6.335356e+01
14    82.0  6.352874e+01
15   107.0  8.082825e+01
16   128.0  6.335356e+01
17   181.0  6.335486e+01
18   253.0  7.199753e+01
19   361.0  2.731001e+02
